review_group_id,category,hebrew_token_or_pattern,refs_or_count,representative_candidate_ids,evidence_summary,strengthened_confidence,recommended_yossi_decision,recommendation_reason,yossi_decision,yossi_notes
p2_comp_015,token_split_clean_noun_standards,אבן,1 candidates; Bereishis 2:12,p2_tstd_155,1 raw candidates across 1 refs; verified source rows: Bereishis 2:12; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:12: שָׁם הַבְּדֹלַח וְאֶבֶן הַשֹּׁהַם -> there is the crystal and the Shoham stone,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_016,token_split_clean_noun_standards,אדם,"15 candidates; Bereishis 2:5, Bereishis 2:7, Bereishis 2:8, Bereishis 2:15, Bereishis 2:16, Bereishis 2:18, Bereishis 2:19, Bereishis 2:20 (+4 more refs)","p2_tstd_065, p2_tstd_083, p2_tstd_092, p2_tstd_104, p2_tstd_183, p2_tstd_193, p2_tstd_219, p2_tstd_239, p2_tstd_248, p2_tstd_254, +5 more","15 raw candidates across 12 refs; verified source rows: Bereishis 2:15, Bereishis 2:16, Bereishis 2:18, Bereishis 2:19, Bereishis 2:20, Bereishis 2:21, Bereishis 2:22, Bereishis 2:23, +4 more; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:5: וְאָדָם אַיִן לַעֲבֹד אֶת הָאֲדָמָה -> and a person isn't (available) to work the ground | Bereishis 2:7: וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם -> and Hashem formed the person | Bereishis 2:7: וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה -> and the person became a live soul",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_017,token_split_clean_noun_standards,אדמה,"5 candidates; Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:9, Bereishis 2:19","p2_tstd_069, p2_tstd_078, p2_tstd_086, p2_tstd_111, p2_tstd_229","5 raw candidates across 5 refs; verified source rows: Bereishis 2:19, Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:5: וְאָדָם אַיִן לַעֲבֹד אֶת הָאֲדָמָה -> and a person isn't (available) to work the ground | Bereishis 2:6: וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה -> and it will water the whole face of the ground | Bereishis 2:7: עָפָר מִן הָאֲדָמָה -> dirt from the ground",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_018,token_split_clean_noun_standards,איש,1 candidates; Bereishis 2:24,p2_tstd_312,1 raw candidates across 1 refs; verified source rows: Bereishis 2:24; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:24: עַל כֵּן יַעֲזָב אִישׁ -> therefore a man should leave,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_019,token_split_clean_noun_standards,אלה,1 candidates; Bereishis 2:4,p2_tstd_036,1 raw candidates across 1 refs; verified source rows: Bereishis 2:4; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:4: אֵלֶּה -> these (mentioned previously are),medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_020,token_split_clean_noun_standards,אמו,1 candidates; Bereishis 2:24,p2_tstd_316,1 raw candidates across 1 refs; verified source rows: Bereishis 2:24; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:24: אֶת אָבִיו וְאֶת אִמּוֹ -> his father and mother,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_021,token_split_clean_noun_standards,ארץ,"8 candidates; Bereishis 2:1, Bereishis 2:4, Bereishis 2:5, Bereishis 2:6, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13","p2_tstd_003, p2_tstd_039, p2_tstd_045, p2_tstd_064, p2_tstd_073, p2_tstd_144, p2_tstd_150, p2_tstd_165","8 raw candidates across 7 refs; verified source rows: Bereishis 2:1, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13, Bereishis 2:4, Bereishis 2:5, Bereishis 2:6; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:1: וַיְכֻלּוּ הַשָּׁמַיִם וְהָאָרֶץ -> and the sky and land were completed | Bereishis 2:4: הַשָּׁמַיִם וְהָאָרֶץ -> the sky and the land | Bereishis 2:4: אֶרֶץ וְשָׁמָיִם -> land and sky",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_022,token_split_clean_noun_standards,אשה,1 candidates; Bereishis 2:23,p2_tstd_304,1 raw candidates across 1 refs; verified source rows: Bereishis 2:23; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:23: לְזֹאת יִקָּרֵא אִשָּׁה -> to this it will be called woman,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_023,token_split_clean_noun_standards,בדלח,1 candidates; Bereishis 2:12,p2_tstd_154,1 raw candidates across 1 refs; verified source rows: Bereishis 2:12; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:12: שָׁם הַבְּדֹלַח וְאֶבֶן הַשֹּׁהַם -> there is the crystal and the Shoham stone,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_024,token_split_clean_noun_standards,בשר,"2 candidates; Bereishis 2:21, Bereishis 2:23","p2_tstd_279, p2_tstd_300","2 raw candidates across 2 refs; verified source rows: Bereishis 2:21, Bereishis 2:23; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:21: וַיִּסְגֹּר בָּשָׂר תַּחְתֶּנָּה -> and He closed flesh under (in place of) her (the missing side) | Bereishis 2:23: עֶצֶם מֵעֲצָמַי וּבָשָׂר מִבְּשָׂרִי -> bone from my bones and flesh from my flesh",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_025,token_split_clean_noun_standards,גן,"4 candidates; Bereishis 2:8, Bereishis 2:9, Bereishis 2:10, Bereishis 2:16","p2_tstd_098, p2_tstd_121, p2_tstd_131, p2_tstd_197","4 raw candidates across 4 refs; verified source rows: Bereishis 2:10, Bereishis 2:16, Bereishis 2:8, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:8: גַּן בְּעֵדֶן מִקֶּדֶם -> a garden in Eiden from East (on the East side of Eiden) | Bereishis 2:9: בְּתוֹךְ הַגָּן -> (He caused to sprout) in middle of the garden | Bereishis 2:10: לְהַשְׁקוֹת אֶת הַגָּן -> to cause the garden to drink",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_026,token_split_clean_noun_standards,זהב,"2 candidates; Bereishis 2:11, Bereishis 2:12","p2_tstd_148, p2_tstd_149","2 raw candidates across 2 refs; verified source rows: Bereishis 2:11, Bereishis 2:12; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:11: אֲשֶׁר שָׁם הַזָּהָב -> that there is the gold | Bereishis 2:12: וּזֲהַב הָאָרֶץ הַהִוא טוֹב -> and the gold of that land is good",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_027,token_split_clean_noun_standards,חיה,"2 candidates; Bereishis 2:7, Bereishis 2:19","p2_tstd_094, p2_tstd_250","2 raw candidates across 2 refs; verified source rows: Bereishis 2:19, Bereishis 2:7; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:7: וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה -> and the person became a live soul | Bereishis 2:19: וְכֹל אֲשֶׁר יִקְרָא לוֹ הָאָדָם נֶפֶשׁ חַיָּה -> and any live soul that the person will call to him (a name)",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_028,token_split_clean_noun_standards,חיים,"2 candidates; Bereishis 2:7, Bereishis 2:9","p2_tstd_090, p2_tstd_119","2 raw candidates across 2 refs; verified source rows: Bereishis 2:7, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:7: וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים -> and He blew in his nostrils a soul of life | Bereishis 2:9: וְעֵץ הַחַיִּים -> and the tree of life (when one eats of it he lives)",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_029,token_split_clean_noun_standards,טוב,"5 candidates; Bereishis 2:9, Bereishis 2:12, Bereishis 2:17, Bereishis 2:18","p2_tstd_116, p2_tstd_124, p2_tstd_152, p2_tstd_202, p2_tstd_217","5 raw candidates across 4 refs; verified source rows: Bereishis 2:12, Bereishis 2:17, Bereishis 2:18, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:9: נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל -> geshmak for sight and good for food | Bereishis 2:9: וְעֵץ הַדַּעַת טוֹב וָרָע -> and the tree of knowledge of (when one eats of it he gets to know the difference between) good and bad | Bereishis 2:12: וּזֲהַב הָאָרֶץ הַהִוא טוֹב -> and the gold of that land is good",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_030,token_split_clean_noun_standards,מות,1 candidates; Bereishis 2:17,p2_tstd_211,1 raw candidates across 1 refs; verified source rows: Bereishis 2:17; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:17: מוֹת תָּמוּת -> you will die,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_031,token_split_clean_noun_standards,מלאכתו,"3 candidates; Bereishis 2:2, Bereishis 2:3","p2_tstd_010, p2_tstd_017, p2_tstd_031","3 raw candidates across 2 refs; verified source rows: Bereishis 2:2, Bereishis 2:3; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:2: וַיְכַל אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מְלַאכְתּוֹ אֲשֶׁר עָשָׂה -> and Hashem finished in the seventh day His constructive work that He made | Bereishis 2:2: מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה -> from all His constructive work that He made | Bereishis 2:3: מִכָּל מְלַאכְתּוֹ -> from all His constructive work",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_032,token_split_clean_noun_standards,נהר,"4 candidates; Bereishis 2:10, Bereishis 2:13, Bereishis 2:14","p2_tstd_126, p2_tstd_158, p2_tstd_168, p2_tstd_175","4 raw candidates across 3 refs; verified source rows: Bereishis 2:10, Bereishis 2:13, Bereishis 2:14; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:10: וְנָהָר יֹצֵא מֵעֵדֶן -> and a river goes out from Eiden | Bereishis 2:13: וְשֵׁם הַנָּהָר הַשֵּׁנִי גִּיחוֹן -> and the name of the second river is Gichon | Bereishis 2:14: וְשֵׁם הַנָּהָר הַשְּׁלִישִׁי חִדֶּקֶל -> and the name of the third river is Chidekel",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_033,token_split_clean_noun_standards,נפש,1 candidates; Bereishis 2:19,p2_tstd_249,1 raw candidates across 1 refs; verified source rows: Bereishis 2:19; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:19: וְכֹל אֲשֶׁר יִקְרָא לוֹ הָאָדָם נֶפֶשׁ חַיָּה -> and any live soul that the person will call to him (a name),medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_034,token_split_clean_noun_standards,עדן,1 candidates; Bereishis 2:15,p2_tstd_186,1 raw candidates across 1 refs; verified source rows: Bereishis 2:15; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:15: וַיַּנִּחֵהוּ בְגַן עֵדֶן -> and He caused him to rest (He placed him) in the garden of Eiden,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_035,token_split_clean_noun_standards,עזר,"2 candidates; Bereishis 2:18, Bereishis 2:20","p2_tstd_223, p2_tstd_266","2 raw candidates across 2 refs; verified source rows: Bereishis 2:18, Bereishis 2:20; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:18: אֶעֱשֶׂה לּוֹ עֵזֶר כְּנֶגְדּוֹ -> I will make for him a helper opposite him | Bereishis 2:20: לֹא מָצָא עֵזֶר כְּנֶגְדּוֹ -> he didn't find a helper opposite him",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_036,token_split_clean_noun_standards,עץ,"4 candidates; Bereishis 2:9, Bereishis 2:16","p2_tstd_113, p2_tstd_118, p2_tstd_122, p2_tstd_196","4 raw candidates across 2 refs; verified source rows: Bereishis 2:16, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:9: כׇּל עֵץ -> all trees | Bereishis 2:9: וְעֵץ הַחַיִּים -> and the tree of life (when one eats of it he lives) | Bereishis 2:9: וְעֵץ הַדַּעַת טוֹב וָרָע -> and the tree of knowledge of (when one eats of it he gets to know the difference between) good and bad",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_037,token_split_clean_noun_standards,עשב,1 candidates; Bereishis 2:5,p2_tstd_054,1 raw candidates across 1 refs; verified source rows: Bereishis 2:5; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:5: וְכׇל עֵשֶׂב הַשָּׂדֶה טֶרֶם יִצְמָח -> and all the grass of the field has not yet sprouted,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_038,token_split_clean_noun_standards,צבאם,1 candidates; Bereishis 2:1,p2_tstd_005,1 raw candidates across 1 refs; verified source rows: Bereishis 2:1; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:1: וְכׇל צְבָאָם -> and all their multitudes (all they contained),medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_039,token_split_clean_noun_standards,צלע,1 candidates; Bereishis 2:22,p2_tstd_285,1 raw candidates across 1 refs; verified source rows: Bereishis 2:22; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:22: אֶת הַצֵּלָע אֲשֶׁר לָקַח מִן הָאָדָם -> the side that He took from the person,medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_040,token_split_clean_noun_standards,רע,"2 candidates; Bereishis 2:9, Bereishis 2:17","p2_tstd_125, p2_tstd_203","2 raw candidates across 2 refs; verified source rows: Bereishis 2:17, Bereishis 2:9; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:9: וְעֵץ הַדַּעַת טוֹב וָרָע -> and the tree of knowledge of (when one eats of it he gets to know the difference between) good and bad | Bereishis 2:17: וּמֵעֵץ הַדַּעַת טוֹב וָרָע -> and from the tree of the knowledge of good and bad",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_041,token_split_clean_noun_standards,שביעי,"3 candidates; Bereishis 2:2, Bereishis 2:3","p2_tstd_009, p2_tstd_015, p2_tstd_024","3 raw candidates across 2 refs; verified source rows: Bereishis 2:2, Bereishis 2:3; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:2: וַיְכַל אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מְלַאכְתּוֹ אֲשֶׁר עָשָׂה -> and Hashem finished in the seventh day His constructive work that He made | Bereishis 2:2: וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי -> and He ceased in the seventh day | Bereishis 2:3: וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ -> and Hashem blessed the seventh day and He caused it to be holy",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_042,token_split_clean_noun_standards,שדה,"4 candidates; Bereishis 2:5, Bereishis 2:19, Bereishis 2:20","p2_tstd_049, p2_tstd_055, p2_tstd_232, p2_tstd_262","4 raw candidates across 3 refs; verified source rows: Bereishis 2:19, Bereishis 2:20, Bereishis 2:5; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:5: וְכֹל שִׂיחַ הַשָּׂדֶה -> and all the trees of the field | Bereishis 2:5: וְכׇל עֵשֶׂב הַשָּׂדֶה טֶרֶם יִצְמָח -> and all the grass of the field has not yet sprouted | Bereishis 2:19: כָּל חַיַּת הַשָּׂדֶה -> all the wild animals of the field",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_043,token_split_clean_noun_standards,שם,"6 candidates; Bereishis 2:8, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13, Bereishis 2:14","p2_tstd_102, p2_tstd_137, p2_tstd_147, p2_tstd_153, p2_tstd_157, p2_tstd_167","6 raw candidates across 5 refs; verified source rows: Bereishis 2:11, Bereishis 2:12, Bereishis 2:13, Bereishis 2:14, Bereishis 2:8; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:8: וַיָּשֶׂם שָׁם -> and He placed there (in the garden) | Bereishis 2:11: שֵׁם הָאֶחָד פִּישׁוֹן -> the name of the one is Pishon | Bereishis 2:11: אֲשֶׁר שָׁם הַזָּהָב -> that there is the gold",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_comp_044,token_split_clean_noun_standards,שמים,"5 candidates; Bereishis 2:1, Bereishis 2:4, Bereishis 2:19, Bereishis 2:20","p2_tstd_002, p2_tstd_038, p2_tstd_046, p2_tstd_236, p2_tstd_259","5 raw candidates across 4 refs; verified source rows: Bereishis 2:1, Bereishis 2:19, Bereishis 2:20, Bereishis 2:4; canonical skill ids: phrase_translation; proposed skill ids: phrase_translation; sample local source evidence: Bereishis 2:1: וַיְכֻלּוּ הַשָּׁמַיִם וְהָאָרֶץ -> and the sky and land were completed | Bereishis 2:4: הַשָּׁמַיִם וְהָאָרֶץ -> the sky and the land | Bereishis 2:4: אֶרֶץ וְשָׁמָיִם -> land and sky",medium-high,verified,"Clean noun token-split standards rows link to verified source rows and the local canonical phrase_translation skill mapping; this verifies enrichment mapping only, not questions.",verified,"Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
