review_group_id,category,hebrew_token_or_pattern,refs_or_count,representative_candidate_ids,source_candidate_files,evidence_summary,recommended_decision,risk_level,yossi_decision,yossi_notes
p2_comp_077,token_split_prefix_preposition_follow_up,ל,"24 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:7, Bereishis 2:9, Bereishis 2:10, Bereishis 2:15, Bereishis 2:16, Bereishis 2:17 (+6 more refs)","p2_tstd_035, p2_tstd_059, p2_tstd_067, p2_tstd_093, p2_tstd_115, p2_tstd_117, p2_tstd_129, p2_tstd_135, p2_tstd_187, p2_tstd_194, +14 more",data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv,Prefix/preposition/function-word token-split row; follow-up before any eligibility use.,needs_follow_up,high,,
p2_comp_078,token_split_prefix_preposition_follow_up,מ,"18 candidates; Bereishis 2:2, Bereishis 2:3, Bereishis 2:6, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9, Bereishis 2:10, Bereishis 2:16 (+6 more refs)","p2_tstd_016, p2_tstd_030, p2_tstd_072, p2_tstd_085, p2_tstd_100, p2_tstd_110, p2_tstd_128, p2_tstd_195, p2_tstd_206, p2_tstd_210, +8 more",data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv,Prefix/preposition/function-word token-split row; follow-up before any eligibility use.,needs_follow_up,high,,
p2_comp_079,token_split_prefix_preposition_follow_up,ע,"4 candidates; Bereishis 2:5, Bereishis 2:16, Bereishis 2:21, Bereishis 2:24","p2_tstd_063, p2_tstd_192, p2_tstd_272, p2_tstd_309",data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv,Prefix/preposition/function-word token-split row; follow-up before any eligibility use.,needs_follow_up,high,,
p2_comp_080,token_split_prefix_preposition_follow_up,ש,"5 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:19, Bereishis 2:20, Bereishis 2:25","p2_tstd_029, p2_tstd_048, p2_tstd_252, p2_tstd_255, p2_tstd_323",data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv,Prefix/preposition/function-word token-split row; follow-up before any eligibility use.,needs_follow_up,high,,
p2_comp_081,token_split_verb_form_follow_up,verb-form-sensitive token-split rows,"55 candidates; Bereishis 2:1, Bereishis 2:2, Bereishis 2:3, Bereishis 2:4, Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:8 (+13 more refs)","p2_tstd_001, p2_tstd_006, p2_tstd_013, p2_tstd_020, p2_tstd_023, p2_tstd_025, p2_tstd_037, p2_tstd_043, p2_tstd_051, p2_tstd_057, +45 more",data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv,Verb-form-sensitive token-split standards require follow-up.,needs_follow_up,high,,
p2_comp_082,ambiguous_context_heavy_vocabulary,אחד,1 candidates; Bereishis 2:24,p2_vocab_321,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_083,ambiguous_context_heavy_vocabulary,אחת,1 candidates; Bereishis 2:21,p2_vocab_276,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_084,ambiguous_context_heavy_vocabulary,אין,1 candidates; Bereishis 2:5,p2_vocab_066,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_085,ambiguous_context_heavy_vocabulary,אכל,"2 candidates; Bereishis 2:16, Bereishis 2:17","p2_vocab_198, p2_vocab_209",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_086,ambiguous_context_heavy_vocabulary,אלה,"14 candidates; Bereishis 2:2, Bereishis 2:3, Bereishis 2:4, Bereishis 2:5, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9, Bereishis 2:15 (+5 more refs)","p2_vocab_007, p2_vocab_021, p2_vocab_034, p2_vocab_044, p2_vocab_062, p2_vocab_081, p2_vocab_097, p2_vocab_109, p2_vocab_181, p2_vocab_191, +4 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_087,ambiguous_context_heavy_vocabulary,אעש,1 candidates; Bereishis 2:18,p2_vocab_221,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_088,ambiguous_context_heavy_vocabulary,אשו,1 candidates; Bereishis 2:14,p2_vocab_174,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_089,ambiguous_context_heavy_vocabulary,אתו,1 candidates; Bereishis 2:3,p2_vocab_026,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_090,ambiguous_context_heavy_vocabulary,גיח,1 candidates; Bereishis 2:13,p2_vocab_160,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_091,ambiguous_context_heavy_vocabulary,זאת,2 candidates; Bereishis 2:23,"p2_vocab_296, p2_vocab_308",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_092,ambiguous_context_heavy_vocabulary,חדק,1 candidates; Bereishis 2:14,p2_vocab_170,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_093,ambiguous_context_heavy_vocabulary,חית,"2 candidates; Bereishis 2:19, Bereishis 2:20","p2_vocab_231, p2_vocab_261",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_094,ambiguous_context_heavy_vocabulary,טרם,2 candidates; Bereishis 2:5,"p2_vocab_050, p2_vocab_056",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_095,ambiguous_context_heavy_vocabulary,יהו,"11 candidates; Bereishis 2:4, Bereishis 2:5, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9, Bereishis 2:15, Bereishis 2:16, Bereishis 2:18 (+3 more refs)","p2_vocab_043, p2_vocab_061, p2_vocab_080, p2_vocab_096, p2_vocab_108, p2_vocab_180, p2_vocab_190, p2_vocab_214, p2_vocab_226, p2_vocab_269, +1 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_096,ambiguous_context_heavy_vocabulary,יהי,1 candidates; Bereishis 2:5,p2_vocab_051,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_097,ambiguous_context_heavy_vocabulary,יעז,1 candidates; Bereishis 2:24,p2_vocab_311,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_098,ambiguous_context_heavy_vocabulary,יעל,1 candidates; Bereishis 2:6,p2_vocab_071,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_099,ambiguous_context_heavy_vocabulary,יפר,1 candidates; Bereishis 2:10,p2_vocab_133,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_100,ambiguous_context_heavy_vocabulary,יצא,1 candidates; Bereishis 2:10,p2_vocab_127,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_101,ambiguous_context_heavy_vocabulary,יצמ,1 candidates; Bereishis 2:5,p2_vocab_057,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_102,ambiguous_context_heavy_vocabulary,יקר,"3 candidates; Bereishis 2:19, Bereishis 2:23","p2_vocab_242, p2_vocab_246, p2_vocab_303",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_103,ambiguous_context_heavy_vocabulary,יתב,1 candidates; Bereishis 2:25,p2_vocab_328,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_104,ambiguous_context_heavy_vocabulary,נחמ,1 candidates; Bereishis 2:9,p2_vocab_114,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_105,ambiguous_context_heavy_vocabulary,נשמ,1 candidates; Bereishis 2:7,p2_vocab_089,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_106,ambiguous_context_heavy_vocabulary,עוף,1 candidates; Bereishis 2:19,p2_vocab_235,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_107,ambiguous_context_heavy_vocabulary,עפר,1 candidates; Bereishis 2:7,p2_vocab_084,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_108,ambiguous_context_heavy_vocabulary,עצם,1 candidates; Bereishis 2:23,p2_vocab_298,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_109,ambiguous_context_heavy_vocabulary,ערו,1 candidates; Bereishis 2:25,p2_vocab_324,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_110,ambiguous_context_heavy_vocabulary,עשו,1 candidates; Bereishis 2:4,p2_vocab_042,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_111,ambiguous_context_heavy_vocabulary,פיש,1 candidates; Bereishis 2:11,p2_vocab_139,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_112,ambiguous_context_heavy_vocabulary,פני,1 candidates; Bereishis 2:6,p2_vocab_077,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_113,ambiguous_context_heavy_vocabulary,פרת,1 candidates; Bereishis 2:14,p2_vocab_178,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_114,ambiguous_context_heavy_vocabulary,קדמ,1 candidates; Bereishis 2:14,p2_vocab_173,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_115,ambiguous_context_heavy_vocabulary,ראש,1 candidates; Bereishis 2:10,p2_vocab_136,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_116,ambiguous_context_heavy_vocabulary,תאכ,"2 candidates; Bereishis 2:16, Bereishis 2:17","p2_vocab_199, p2_vocab_205",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_117,ambiguous_context_heavy_vocabulary,תחת,1 candidates; Bereishis 2:21,p2_vocab_280,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_118,ambiguous_context_heavy_vocabulary,תמו,1 candidates; Bereishis 2:17,p2_vocab_212,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_119,ambiguous_context_heavy_vocabulary,תרד,1 candidates; Bereishis 2:21,p2_vocab_271,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Context-heavy or low-evidence vocabulary/shoresh candidate; keep follow-up for first pass.,needs_follow_up,high,,
p2_comp_120,clean_shoresh_group,ברא,1 candidates; Bereishis 2:3,p2_vocab_033,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_121,clean_shoresh_group,הלך,1 candidates; Bereishis 2:14,p2_vocab_172,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_122,clean_shoresh_group,חיה,"2 candidates; Bereishis 2:7, Bereishis 2:19","p2_vocab_094, p2_vocab_250",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_123,clean_shoresh_group,יצר,"2 candidates; Bereishis 2:8, Bereishis 2:19","p2_vocab_106, p2_vocab_225",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_124,clean_shoresh_group,לקח,1 candidates; Bereishis 2:22,p2_vocab_287,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_125,clean_shoresh_group,מות,1 candidates; Bereishis 2:17,p2_vocab_211,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_126,clean_shoresh_group,עשה,2 candidates; Bereishis 2:2,"p2_vocab_012, p2_vocab_019",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Shoresh-looking token; root evidence must be reviewed before any eligibility use.,needs_follow_up,medium,,
p2_comp_127,clean_vocabulary_noun_group,אביו,1 candidates; Bereishis 2:24,p2_vocab_314,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_128,clean_vocabulary_noun_group,אבן,1 candidates; Bereishis 2:12,p2_vocab_155,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_129,clean_vocabulary_noun_group,אדם,"15 candidates; Bereishis 2:5, Bereishis 2:7, Bereishis 2:8, Bereishis 2:15, Bereishis 2:16, Bereishis 2:18, Bereishis 2:19, Bereishis 2:20 (+4 more refs)","p2_vocab_065, p2_vocab_083, p2_vocab_092, p2_vocab_104, p2_vocab_183, p2_vocab_193, p2_vocab_219, p2_vocab_239, p2_vocab_248, p2_vocab_254, +5 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_130,clean_vocabulary_noun_group,אדמה,"5 candidates; Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:9, Bereishis 2:19","p2_vocab_069, p2_vocab_078, p2_vocab_086, p2_vocab_111, p2_vocab_229",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_131,clean_vocabulary_noun_group,איש,1 candidates; Bereishis 2:24,p2_vocab_312,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_132,clean_vocabulary_noun_group,אלה,1 candidates; Bereishis 2:4,p2_vocab_036,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_133,clean_vocabulary_noun_group,אמו,1 candidates; Bereishis 2:24,p2_vocab_316,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_134,clean_vocabulary_noun_group,ארץ,"8 candidates; Bereishis 2:1, Bereishis 2:4, Bereishis 2:5, Bereishis 2:6, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13","p2_vocab_003, p2_vocab_039, p2_vocab_045, p2_vocab_064, p2_vocab_073, p2_vocab_144, p2_vocab_150, p2_vocab_165",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_135,clean_vocabulary_noun_group,אשה,1 candidates; Bereishis 2:23,p2_vocab_304,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_136,clean_vocabulary_noun_group,בדלח,1 candidates; Bereishis 2:12,p2_vocab_154,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_137,clean_vocabulary_noun_group,בשר,"2 candidates; Bereishis 2:21, Bereishis 2:23","p2_vocab_279, p2_vocab_300",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_138,clean_vocabulary_noun_group,גן,"4 candidates; Bereishis 2:8, Bereishis 2:9, Bereishis 2:10, Bereishis 2:16","p2_vocab_098, p2_vocab_121, p2_vocab_131, p2_vocab_197",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_139,clean_vocabulary_noun_group,זהב,"2 candidates; Bereishis 2:11, Bereishis 2:12","p2_vocab_148, p2_vocab_149",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_140,clean_vocabulary_noun_group,חיים,"2 candidates; Bereishis 2:7, Bereishis 2:9","p2_vocab_090, p2_vocab_119",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_141,clean_vocabulary_noun_group,טוב,"5 candidates; Bereishis 2:9, Bereishis 2:12, Bereishis 2:17, Bereishis 2:18","p2_vocab_116, p2_vocab_124, p2_vocab_152, p2_vocab_202, p2_vocab_217",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_142,clean_vocabulary_noun_group,יום,1 candidates; Bereishis 2:3,p2_vocab_023,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_143,clean_vocabulary_noun_group,מלאכתו,"3 candidates; Bereishis 2:2, Bereishis 2:3","p2_vocab_010, p2_vocab_017, p2_vocab_031",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_144,clean_vocabulary_noun_group,נהר,"4 candidates; Bereishis 2:10, Bereishis 2:13, Bereishis 2:14","p2_vocab_126, p2_vocab_158, p2_vocab_168, p2_vocab_175",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_145,clean_vocabulary_noun_group,נפש,1 candidates; Bereishis 2:19,p2_vocab_249,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_146,clean_vocabulary_noun_group,עדן,1 candidates; Bereishis 2:15,p2_vocab_186,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_147,clean_vocabulary_noun_group,עזר,"2 candidates; Bereishis 2:18, Bereishis 2:20","p2_vocab_223, p2_vocab_266",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_148,clean_vocabulary_noun_group,עץ,"4 candidates; Bereishis 2:9, Bereishis 2:16","p2_vocab_113, p2_vocab_118, p2_vocab_122, p2_vocab_196",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_149,clean_vocabulary_noun_group,עשב,1 candidates; Bereishis 2:5,p2_vocab_054,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_150,clean_vocabulary_noun_group,צבאם,1 candidates; Bereishis 2:1,p2_vocab_005,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_151,clean_vocabulary_noun_group,צלע,1 candidates; Bereishis 2:22,p2_vocab_285,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_152,clean_vocabulary_noun_group,רע,"2 candidates; Bereishis 2:9, Bereishis 2:17","p2_vocab_125, p2_vocab_203",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_153,clean_vocabulary_noun_group,שביעי,"3 candidates; Bereishis 2:2, Bereishis 2:3","p2_vocab_009, p2_vocab_015, p2_vocab_024",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
