candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
p2_tstd_073	p2_std_021	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_012	Bereishis 2:6	וְאֵד יַעֲלֶה מִן הָאָרֶץ	4	הָאָרֶץ	הארץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_074	p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	1	וְהִשְׁקָה	והשקה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_075	p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	2	אֶת	את	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_076	p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	3	כׇּל	כל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_077	p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	4	פְּנֵי	פני	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_078	p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	5	הָאֲדָמָה	האדמה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_079	p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	1	וַיִּיצֶר	וייצר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_080	p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	2	יְהוָה	יהוה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_081	p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	3	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_082	p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	4	אֶת	את	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_083	p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	5	הָאָדָם	האדם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_084	p2_std_024	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	1	עָפָר	עפר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_085	p2_std_024	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	2	מִן	מן	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_086	p2_std_024	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	3	הָאֲדָמָה	האדמה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_087	p2_std_025	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	1	וַיִּפַּח	ויפח	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_088	p2_std_025	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	2	בְּאַפָּיו	באפיו	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_089	p2_std_025	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	3	נִשְׁמַת	נשמת	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_090	p2_std_025	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	4	חַיִּים	חיים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_091	p2_std_026	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	1	וַיְהִי	ויהי	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_092	p2_std_026	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	2	הָאָדָם	האדם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_093	p2_std_026	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	3	לְנֶפֶשׁ	לנפש	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_094	p2_std_026	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	4	חַיָּה	חיה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_095	p2_std_027	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	1	וַיִּטַּע	ויטע	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_096	p2_std_027	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	2	יְהוָה	יהוה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_097	p2_std_027	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	3	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_098	p2_std_028	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	1	גַּן	גן	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_099	p2_std_028	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	2	בְּעֵדֶן	בעדן	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_100	p2_std_028	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	3	מִקֶּדֶם	מקדם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_101	p2_std_029	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_020	Bereishis 2:8	וַיָּשֶׂם שָׁם	1	וַיָּשֶׂם	וישם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_102	p2_std_029	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_020	Bereishis 2:8	וַיָּשֶׂם שָׁם	2	שָׁם	שם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_103	p2_std_030	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	1	אֶת	את	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_104	p2_std_030	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	2	הָאָדָם	האדם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_105	p2_std_030	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	3	אֲשֶׁר	אשר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_106	p2_std_030	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	4	יָצָר	יצר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_107	p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	1	וַיַּצְמַח	ויצמח	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_108	p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	2	יְהוָה	יהוה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_109	p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	3	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_110	p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	4	מִן	מן	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_111	p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	5	הָאֲדָמָה	האדמה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_112	p2_std_032	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_023	Bereishis 2:9	כׇּל עֵץ	1	כׇּל	כל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_113	p2_std_032	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_023	Bereishis 2:9	כׇּל עֵץ	2	עֵץ	עץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_114	p2_std_033	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	1	נֶחְמָד	נחמד	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_115	p2_std_033	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	2	לְמַרְאֶה	למראה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_116	p2_std_033	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	3	וְטוֹב	וטוב	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_117	p2_std_033	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	4	לְמַאֲכָל	למאכל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_118	p2_std_034	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_025	Bereishis 2:9	וְעֵץ הַחַיִּים	1	וְעֵץ	ועץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_119	p2_std_034	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_025	Bereishis 2:9	וְעֵץ הַחַיִּים	2	הַחַיִּים	החיים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_120	p2_std_035	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_026	Bereishis 2:9	בְּתוֹךְ הַגָּן	1	בְּתוֹךְ	בתוך	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_121	p2_std_035	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_026	Bereishis 2:9	בְּתוֹךְ הַגָּן	2	הַגָּן	הגן	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_122	p2_std_036	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	1	וְעֵץ	ועץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
