candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
stdtok_b1_14_23_032	std_b1_18_r019	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_019	Bereishis 1:18	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	2	הבדיל	הבדיל	std3_02_root_identification	3.02	Levels 1-8	ROOT.IDENTIFY	3.02	data/standards/canonical_skill_contract.json:ROOT.IDENTIFY; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.02; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_019	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates בדל root candidate from ולהבדיל for review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_033	std_b1_18_r019	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_019	Bereishis 1:18	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	3	אור	אור	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_019	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates אור into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_034	std_b1_18_r019	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_019	Bereishis 1:18	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	4	חושך	חשך	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_019	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates חושך into a noun-vocabulary lane; pilot sensitivity keeps follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_035	std_b1_20_r024	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_024	Bereishis 1:20	יִשְׁרְצוּ הַמַּיִם	1	ישרצו	ישרצו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_024	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates ישרצו into a 3.07 verb-feature lane; future/jussive evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_036	std_b1_20_r024	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_024	Bereishis 1:20	יִשְׁרְצוּ הַמַּיִם	2	מים	מים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_024	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates מים into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_037	std_b1_20_r026	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_026	Bereishis 1:20	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	1	עוף	עוף	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates עוף into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_038	std_b1_20_r026	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_026	Bereishis 1:20	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	2	יעופף	יעופף	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates יעופף into a verb-feature lane; exact form remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_039	std_b1_20_r026	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_026	Bereishis 1:20	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	3	על	על	std3_03_function_word_recognition	3.03	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.03	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates על as a function/preposition candidate; standards mapping remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_040	std_b1_20_r026	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_026	Bereishis 1:20	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	4	ארץ	ארץ	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates ארץ into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_041	std_b1_21_r030	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_030	Bereishis 1:21	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_030	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates את from ואת as direct-object-marker/function-word review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_042	std_b1_21_r030	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_030	Bereishis 1:21	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	2	נפש	נפש	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_030	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates נפש into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_043	std_b1_21_r030	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_030	Bereishis 1:21	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	3	חיה	חיה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_030	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates חיה into a noun/adjective vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_044	std_b1_22_r035	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_035	Bereishis 1:22	פְּרוּ וּרְבוּ	1	פרו	פרו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_035	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates פרו as a verb-feature candidate; imperative framing needs follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_045	std_b1_22_r035	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_035	Bereishis 1:22	פְּרוּ וּרְבוּ	2	רבו	רבו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_035	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates רבו as a verb-feature candidate; imperative framing needs follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
