candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
stdtok_b1_24_31_032	std_b1_27_r016	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_016	Bereishis 1:27	וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ	4	צלם	צלם	std3_02_root_identification	3.02	Levels 1-8	ROOT.IDENTIFY	3.02	data/standards/canonical_skill_contract.json:ROOT.IDENTIFY; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.02; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_016	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Root mapping from compound בצלמו remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Root mapping from compound בצלמו remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_033	std_b1_28_r020	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_020	Bereishis 1:28	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ	1	פרו	פרו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_020	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Imperative/verb-form evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Imperative/verb-form evidence remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_034	std_b1_28_r020	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_020	Bereishis 1:28	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ	2	רבו	רבו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_020	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Imperative/verb-form evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Imperative/verb-form evidence remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_035	std_b1_28_r020	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_020	Bereishis 1:28	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ	3	מלאו	מלאו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_020	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Imperative/verb-form evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Imperative/verb-form evidence remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_036	std_b1_28_r020	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_020	Bereishis 1:28	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ	4	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_020	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_037	std_b1_28_r020	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_020	Bereishis 1:28	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ	5	ארץ	ארץ	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_020	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_038	std_b1_28_r022	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_022	Bereishis 1:28	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	1	רדו	רדו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_022	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Verb-form/stem interpretation remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Verb-form/stem interpretation remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_039	std_b1_28_r022	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_022	Bereishis 1:28	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	2	דגת	דגת	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_022	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Construct noun token remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Construct noun token remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_040	std_b1_28_r022	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_022	Bereishis 1:28	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	3	ים	ים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_022	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_041	std_b1_28_r022	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_022	Bereishis 1:28	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	4	עוף	עוף	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_022	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_042	std_b1_28_r022	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_022	Bereishis 1:28	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	5	שמים	שמים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_022	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_043	std_b1_29_r026	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_026	Bereishis 1:29	אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_044	std_b1_29_r026	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_026	Bereishis 1:29	אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע	2	עשב	עשב	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_045	std_b1_29_r026	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_026	Bereishis 1:29	אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע	3	זרע	זרע	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_026	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_046	std_b1_29_r028	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_028	Bereishis 1:29	וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_028	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_047	std_b1_29_r028	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_028	Bereishis 1:29	וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע	2	עץ	עץ	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_028	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_048	std_b1_29_r028	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_028	Bereishis 1:29	וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע	3	פרי	פרי	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_028	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_049	std_b1_29_r028	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_028	Bereishis 1:29	וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע	4	זרע	זרע	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_028	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_050	std_b1_30_r032	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_032	Bereishis 1:30	וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה	1	נפש	נפש	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_032	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_051	std_b1_30_r032	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_032	Bereishis 1:30	וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה	2	חיה	חיה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_032	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_052	std_b1_30_r032	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_032	Bereishis 1:30	וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה	3	על	על	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_032	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Preposition standards mapping remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Preposition standards mapping remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_053	std_b1_30_r033	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_033	Bereishis 1:30	אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_033	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_054	std_b1_30_r033	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_033	Bereishis 1:30	אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה	2	ירק	ירק	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_033	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_055	std_b1_30_r033	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_033	Bereishis 1:30	אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה	3	עשב	עשב	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_033	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_056	std_b1_30_r033	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_033	Bereishis 1:30	אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה	4	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_033	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Prefix in לאכלה remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Prefix in לאכלה remains follow-up.	needs_review	false	false	false
