candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	skill_primary	skill_secondary	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	runtime_allowed	reviewed_bank_allowed
p2_std_059	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_050	Bereishis 2:16	אָכֹל תֹּאכֵל	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_060	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_051	Bereishis 2:17	וּמֵעֵץ הַדַּעַת טוֹב וָרָע	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_061	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_052	Bereishis 2:17	לֹא תֹאכַל מִמֶּנּוּ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_062	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_053	Bereishis 2:17	כִּי בְּיוֹם אֲכָלְךָ מִמֶּנּוּ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_063	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_054	Bereishis 2:17	מוֹת תָּמוּת	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_064	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_001	Bereishis 2:18	וַיֹּאמֶר יְהוָה אֱלֹהִים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_065	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_002	Bereishis 2:18	לֹא טוֹב	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_066	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_003	Bereishis 2:18	הֱיוֹת הָאָדָם לְבַדּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_067	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_004	Bereishis 2:18	אֶעֱשֶׂה לּוֹ עֵזֶר כְּנֶגְדּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_068	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_005	Bereishis 2:19	וַיִּצֶר יְהוָה אֱלֹהִים מִן הָאֲדָמָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_069	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_006	Bereishis 2:19	כָּל חַיַּת הַשָּׂדֶה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_070	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_007	Bereishis 2:19	וְאֵת כָּל עוֹף הַשָּׁמַיִם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_071	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_008	Bereishis 2:19	וַיָּבֵא אֶל הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_072	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_009	Bereishis 2:19	לִרְאוֹת מַה יִּקְרָא לוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_073	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_010	Bereishis 2:19	וְכֹל אֲשֶׁר יִקְרָא לוֹ הָאָדָם נֶפֶשׁ חַיָּה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_074	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_011	Bereishis 2:19	הוּא שְׁמוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_075	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_012	Bereishis 2:20	וַיִּקְרָא הָאָדָם שֵׁמוֹת	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_076	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_013	Bereishis 2:20	לְכָל הַבְּהֵמָה וּלְעוֹף הַשָּׁמַיִם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_077	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_014	Bereishis 2:20	וּלְכֹל חַיַּת הַשָּׂדֶה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_078	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_015	Bereishis 2:20	וּלְאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_079	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_016	Bereishis 2:20	לֹא מָצָא עֵזֶר כְּנֶגְדּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_080	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_017	Bereishis 2:21	וַיַּפֵּל יְהוָה אֱלֹהִים תַּרְדֵּמָה עַל הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_081	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_018	Bereishis 2:21	וַיִּישָׁן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_082	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_019	Bereishis 2:21	וַיִּקַּח אַחַת מִצַּלְעֹתָיו	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_083	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_020	Bereishis 2:21	וַיִּסְגֹּר בָּשָׂר תַּחְתֶּנָּה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_084	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_021	Bereishis 2:22	וַיִּבֶן יְהוָה אֱלֹהִים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_085	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_022	Bereishis 2:22	אֶת הַצֵּלָע אֲשֶׁר לָקַח מִן הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_086	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_023	Bereishis 2:22	לְאִשָּׁה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_087	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_024	Bereishis 2:22	וַיְבִאֶהָ אֶל הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_088	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_025	Bereishis 2:23	וַיֹּאמֶר הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_089	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_026	Bereishis 2:23	זֹאת הַפַּעַם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_090	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_027	Bereishis 2:23	עֶצֶם מֵעֲצָמַי וּבָשָׂר מִבְּשָׂרִי	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_091	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_028	Bereishis 2:23	לְזֹאת יִקָּרֵא אִשָּׁה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_092	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_029	Bereishis 2:23	כִּי מֵאִישׁ לֻקֳחָה זֹּאת	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_093	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_030	Bereishis 2:24	עַל כֵּן יַעֲזָב אִישׁ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_094	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_031	Bereishis 2:24	אֶת אָבִיו וְאֶת אִמּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_095	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_032	Bereishis 2:24	וְדָבַק בְּאִשְׁתּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_096	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_033	Bereishis 2:24	וְהָיוּ לְבָשָׂר אֶחָד	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_097	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_034	Bereishis 2:25	וַיִּהְיוּ שְׁנֵיהֶם עֲרוּמִּים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_098	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_035	Bereishis 2:25	הָאָדָם וְאִשְׁתּוֹ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_099	data/verified_source_skill_maps/bereishis_2_18_to_2_25_source_to_skill_map.tsv	row_036	Bereishis 2:25	וְלֹא יִתְבֹּשָׁשׁוּ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
