audit_id	source_candidate_file	source_candidate_id	source_candidate_type	ref	hebrew_token	hebrew_phrase	canonical_skill_id	canonical_standard_anchor	enrichment_review_status	enrichment_evidence_summary	proposed_question_family	eligibility_recommendation	recommendation_reason	risk_level	risk_reasons	yossi_question_review_decision	yossi_question_review_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
qelig_b1_072	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_19_r021_t003	morphology	Bereishis 1:19	ויהי	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	Second ויהי in the evening/morning formula remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_073	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_20_r024_t001	morphology	Bereishis 1:20	ישרצו	יִשְׁרְצוּ הַמַּיִם			yossi_enrichment_verified	ישרצו links locally to שרץ, but exact future/jussive interpretation needs review.	not_recommended	source_only	Verified morphology is useful source context, but the form needs careful wording before becoming a question input.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	source_only	Kept source-only. Useful as source context but not approved as a future input candidate.	needs_review	false	false	false
qelig_b1_074	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_20_r026_t002	morphology	Bereishis 1:20	יעופף	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ			yossi_enrichment_verified	יעופף has local word-bank evidence and עוף appears in seed evidence, but verb-form details remain review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_075	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_21_r028_t001	morphology	Bereishis 1:21	ויברא	וַיִּבְרָא אֱלֹקִים			yossi_enrichment_verified	ויברא links to ברא seed evidence, but exact vav-form analysis remains review-only.	not_recommended	source_only	Verified morphology is useful source context, but the form needs careful wording before becoming a question input.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	source_only	Kept source-only. Useful as source context but not approved as a future input candidate.	needs_review	false	false	false
qelig_b1_076	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_21_r031_t002	morphology	Bereishis 1:21	שרצו	אֲשֶׁר שָׁרְצוּ הַמַּיִם לְמִינֵהֶם			yossi_enrichment_verified	שרצו is locally supported as a שרץ-form candidate, but exact tense/person details need review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_077	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_21_r033_t001	morphology	Bereishis 1:21	וירא	וַיַּרְא אֱלֹקִים כִּי טוֹב			yossi_enrichment_verified	Repeated וירא instance is useful for review, but not automatically verified.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_078	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_22_r034_t001	morphology	Bereishis 1:22	ויברך	וַיְבָרֶךְ אֹתָם אֱלֹקִים לֵאמֹר			yossi_enrichment_verified	ויברך is a useful morphology candidate from local word-bank evidence; exact form remains review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_079	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_22_r035_t001	morphology	Bereishis 1:22	פרו	פְּרוּ וּרְבוּ			needs_follow_up	פרו is useful as an imperative-style candidate, but evidence remains local word-bank only.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_080	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_22_r035_t002	morphology	Bereishis 1:22	ורבו	פְּרוּ וּרְבוּ			needs_follow_up	ורבו is useful for review but compound surface and exact imperative analysis need stronger evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_081	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_22_r036_t001	morphology	Bereishis 1:22	ומלאו	וּמִלְאוּ אֶת הַמַּיִם בַּיַּמִּים			needs_follow_up	ומלאו is review-only; exact form and command function need Yossi review.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_082	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_22_r037_t002	morphology	Bereishis 1:22	ירב	וְהָעוֹף יִרֶב בָּאָרֶץ			needs_follow_up	ירב has local word-bank support but future/jussive force remains a follow-up issue.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_083	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_23_r038_t001	morphology	Bereishis 1:23	ויהי	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	First ויהי in the fifth-day formula remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_084	data/source_skill_enrichment/morphology_candidates/bereishis_1_14_to_1_23_morphology_candidates.tsv	morph_b1_23_r038_t003	morphology	Bereishis 1:23	ויהי	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	Second ויהי in the fifth-day formula remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;vav_hahipuch_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_085	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r002_t002	vocabulary_shoresh	Bereishis 1:14	מאורות	יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם			yossi_enrichment_verified	מאורות is central to the slice but evidence is mostly contextual/word-bank.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_086	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r002_t004	vocabulary_shoresh	Bereishis 1:14	רקיע	יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם			yossi_enrichment_verified	רקיע has prior local explanatory evidence and word-bank support.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_087	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r002_t005	vocabulary_shoresh	Bereishis 1:14	שמים	יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם			yossi_enrichment_verified	שמים appears in local vocabulary seed evidence and word_bank.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_088	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r003_t003	vocabulary_shoresh	Bereishis 1:14	יום	לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה			yossi_enrichment_verified	יום appears in local vocabulary seed evidence.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_089	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r003_t006	vocabulary_shoresh	Bereishis 1:14	לילה	לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה			yossi_enrichment_verified	לילה appears in local vocabulary seed evidence.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_090	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r004_t002	vocabulary_shoresh	Bereishis 1:14	אותות	וְהָיוּ לְאֹתֹת			needs_follow_up	אותות is contextually important but direct seed evidence is thin.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_091	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r005_t001	vocabulary_shoresh	Bereishis 1:14	מועדים	וּלְמוֹעֲדִים			needs_follow_up	מועדים is context-rich and useful, but standalone evidence is thin.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_092	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r006_t001	vocabulary_shoresh	Bereishis 1:14	ימים	וּלְיָמִים וְשָׁנִים			yossi_enrichment_verified	ימים links to the יום vocabulary seed, but plural form review is useful.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_093	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_14_r006_t002	vocabulary_shoresh	Bereishis 1:14	שנים	וּלְיָמִים וְשָׁנִים			yossi_enrichment_verified	שנים is supported by local שנה seed evidence, but plural mapping should be reviewed.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_094	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_16_r014_t002	vocabulary_shoresh	Bereishis 1:16	כוכבים	וְאֵת הַכּוֹכָבִים			needs_follow_up	כוכבים is locally attested but not linked to a standalone seed.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_095	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_18_r019_t003	vocabulary_shoresh	Bereishis 1:18	אור	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ			yossi_enrichment_verified	אור was previously reviewed in the pilot layer, but this slice still needs explicit review.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_096	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_18_r019_t006	vocabulary_shoresh	Bereishis 1:18	חושך	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ			needs_follow_up	חשך has local references but remained sensitive in the pilot; keep follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_097	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_20_r024_t002	vocabulary_shoresh	Bereishis 1:20	מים	יִשְׁרְצוּ הַמַּיִם			yossi_enrichment_verified	מים appears in local vocabulary seed evidence.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_098	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_20_r025_t001	vocabulary_shoresh	Bereishis 1:20	שרץ	שֶׁרֶץ נֶפֶשׁ חַיָּה			yossi_enrichment_verified	שרץ has local word-bank and source-gap evidence; review needed for vocabulary/root framing.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_099	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_20_r025_t002	vocabulary_shoresh	Bereishis 1:20	נפש	שֶׁרֶץ נֶפֶשׁ חַיָּה			yossi_enrichment_verified	נפש is locally attested, but standalone vocabulary evidence should be reviewed.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_100	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_20_r025_t003	vocabulary_shoresh	Bereishis 1:20	חיה	שֶׁרֶץ נֶפֶשׁ חַיָּה			yossi_enrichment_verified	חיה relates to local חי seed evidence, but exact category needs review.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_101	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_20_r026_t001	vocabulary_shoresh	Bereishis 1:20	עוף	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ			yossi_enrichment_verified	עוף appears in local vocabulary seed evidence and word_bank.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_102	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_21_r029_t002	vocabulary_shoresh	Bereishis 1:21	תנינים	אֶת הַתַּנִּינִם הַגְּדֹלִים			needs_follow_up	תנינים is contextually important but lacks clear local seed evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_103	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_21_r032_t003	vocabulary_shoresh	Bereishis 1:21	כנף	וְאֵת כָּל עוֹף כָּנָף לְמִינֵהוּ			needs_follow_up	כנף is useful but currently supported mainly by local context/word-bank reference.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_104	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_23_r038_t002	vocabulary_shoresh	Bereishis 1:23	ערב	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			yossi_enrichment_verified	ערב appears in local vocabulary seed evidence.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_105	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_14_to_1_23_vocabulary_shoresh_candidates.tsv	vocab_b1_23_r038_t004	vocabulary_shoresh	Bereishis 1:23	בקר	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	בקר is locally attested but lacks clear seed evidence in the inspected local priority list.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	context_dependent;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_106	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_14_r002	phrase_level_standards	Bereishis 1:14		יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם		3.01	needs_follow_up	יהי/מאורות/רקיע/שמים mixes verb, noun vocabulary, prefix, and article work. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_107	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_14_r003	phrase_level_standards	Bereishis 1:14		לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה		3.06	needs_follow_up	להבדיל/בין/היום/הלילה mixes prefix, verb/root, function word, and noun vocabulary lanes. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_108	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_15_r007	phrase_level_standards	Bereishis 1:15		וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם		3.01	needs_follow_up	והיו למאורות ברקיע השמים mixes verb, prefix, and noun vocabulary lanes. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_109	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_16_r011	phrase_level_standards	Bereishis 1:16		אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים		3.01	needs_follow_up	את שני המאורות הגדולים mixes direct marker, number/adjective, and noun vocabulary. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_110	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_16_r012	phrase_level_standards	Bereishis 1:16		אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם		3.01	needs_follow_up	את המאור הגדול לממשלת היום mixes direct marker, noun vocabulary, prefix, and context-heavy phrase meaning. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_111	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_16_r013	phrase_level_standards	Bereishis 1:16		וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה		3.01	needs_follow_up	ואת המאור הקטן לממשלת הלילה mixes direct marker/conjunction, noun vocabulary, prefix, and context-heavy phrase meaning. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_112	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_16_r014	phrase_level_standards	Bereishis 1:16		וְאֵת הַכּוֹכָבִים		3.01	needs_follow_up	ואת הכוכבים mixes direct marker/conjunction and noun vocabulary. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_113	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_18_r018	phrase_level_standards	Bereishis 1:18		וְלִמְשֹׁל בַּיּוֹם וּבַלַּיְלָה		3.06	needs_follow_up	ולמשול ביום ובלילה mixes prefix, verb/root, and noun vocabulary lanes. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_114	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_18_r019	phrase_level_standards	Bereishis 1:18		וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ		3.01	needs_follow_up	ולהבדיל בין האור ובין החשך mixes prefix, verb/root, function words, and noun vocabulary lanes. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_115	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_20_r024	phrase_level_standards	Bereishis 1:20		יִשְׁרְצוּ הַמַּיִם		3.07	needs_follow_up	ישרצו המים mixes verb-form and noun vocabulary lanes. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_116	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_standards_candidates.tsv	std_b1_20_r026	phrase_level_standards	Bereishis 1:20		וְעוֹף יְעוֹפֵף עַל הָאָרֶץ		3.01	needs_follow_up	ועוף יעופף על הארץ mixes noun vocabulary, verb-form, preposition, and noun vocabulary. Phrase-level candidate remains unresolved and superseded by token-split standards candidates.	not_recommended	needs_follow_up	Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.	high	phrase_level_bundle;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
