audit_id,ref,hebrew_token,hebrew_phrase,source_candidate_type,canonical_skill_id,proposed_question_family,eligibility_recommendation,recommendation_reason,risk_level,risk_reasons,yossi_question_review_decision,yossi_question_review_notes
qelig_b1_176,Bereishis 1:28,ויאמר,וַיְבָרֶךְ אֹתָם אֱלֹקִים וַיֹּאמֶר לָהֶם אֱלֹקִים,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_182,Bereishis 1:29,ויאמר,וַיֹּאמֶר אֱלֹקִים,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_183,Bereishis 1:29,נתתי,הִנֵּה נָתַתִּי לָכֶם,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_187,Bereishis 1:31,עשה,וַיַּרְא אֱלֹהִים אֶת כׇּל אֲשֶׁר עָשָׂה,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_190,Bereishis 1:24,הארץ,תּוֹצֵא הָאָרֶץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_191,Bereishis 1:24,נפש,נֶפֶשׁ חַיָּה לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_192,Bereishis 1:24,חיה,נֶפֶשׁ חַיָּה לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_193,Bereishis 1:24,בהמה,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_194,Bereishis 1:24,רמש,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_195,Bereishis 1:24,ארץ,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_197,Bereishis 1:25,הארץ,אֶת חַיַּת הָאָרֶץ לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_198,Bereishis 1:25,הבהמה,וְאֶת הַבְּהֵמָה לְמִינָהּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_199,Bereishis 1:25,רמש,וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_200,Bereishis 1:25,האדמה,וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_201,Bereishis 1:26,אדם,נַעֲשֶׂה אָדָם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_204,Bereishis 1:26,הים,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_205,Bereishis 1:26,עוף,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_206,Bereishis 1:26,השמים,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_207,Bereishis 1:27,זכר,זָכָר וּנְקֵבָה בָּרָא אֹתָם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_208,Bereishis 1:27,נקבה,זָכָר וּנְקֵבָה בָּרָא אֹתָם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_209,Bereishis 1:28,הארץ,פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_211,Bereishis 1:28,הים,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_212,Bereishis 1:28,עוף,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_213,Bereishis 1:28,השמים,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_214,Bereishis 1:28,חיה,וּבְכָל חַיָּה הָרֹמֶשֶׂת עַל הָאָרֶץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_215,Bereishis 1:28,הארץ,וּבְכָל חַיָּה הָרֹמֶשֶׂת עַל הָאָרֶץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_216,Bereishis 1:29,עשב,אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_217,Bereishis 1:29,זרע,אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_218,Bereishis 1:29,העץ,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_219,Bereishis 1:29,פרי,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_220,Bereishis 1:29,זרע,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_222,Bereishis 1:30,נפש,וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_223,Bereishis 1:30,חיה,וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_224,Bereishis 1:30,ירק,אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_225,Bereishis 1:30,עשב,אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_226,Bereishis 1:31,טוב,וְהִנֵּה טוֹב מְאֹד,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_227,Bereishis 1:31,ערב,וַיְהִי עֶרֶב וַיְהִי בֹקֶר,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_229,Bereishis 1:31,יום,יוֹם הַשִּׁשִּׁי,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_245,Bereishis 1:24,ארץ,תּוֹצֵא הָאָרֶץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_246,Bereishis 1:24,נפש,נֶפֶשׁ חַיָּה לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_247,Bereishis 1:24,חיה,נֶפֶשׁ חַיָּה לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_250,Bereishis 1:24,בהמה,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_251,Bereishis 1:24,רמש,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_253,Bereishis 1:24,ארץ,בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_255,Bereishis 1:25,את,אֶת חַיַּת הָאָרֶץ לְמִינָהּ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_257,Bereishis 1:25,ארץ,אֶת חַיַּת הָאָרֶץ לְמִינָהּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_259,Bereishis 1:25,את,וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_260,Bereishis 1:25,רמש,וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_261,Bereishis 1:25,אדמה,וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_265,Bereishis 1:26,ים,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_266,Bereishis 1:26,עוף,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_267,Bereishis 1:26,שמים,וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_268,Bereishis 1:26,בהמה,וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_269,Bereishis 1:26,ארץ,וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_270,Bereishis 1:26,רמש,וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_273,Bereishis 1:27,את,וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_274,Bereishis 1:27,אדם,וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_279,Bereishis 1:28,את,פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_280,Bereishis 1:28,ארץ,פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_283,Bereishis 1:28,ים,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_284,Bereishis 1:28,עוף,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_285,Bereishis 1:28,שמים,וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_286,Bereishis 1:29,את,אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_287,Bereishis 1:29,עשב,אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_288,Bereishis 1:29,זרע,אֶת כָּל עֵשֶׂב זֹרֵעַ זֶרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_289,Bereishis 1:29,את,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_290,Bereishis 1:29,עץ,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_291,Bereishis 1:29,פרי,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_292,Bereishis 1:29,זרע,וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_293,Bereishis 1:30,נפש,וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_294,Bereishis 1:30,חיה,וּלְכֹל רוֹמֵשׂ עַל הָאָרֶץ אֲשֶׁר בּוֹ נֶפֶשׁ חַיָּה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_296,Bereishis 1:30,את,אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_297,Bereishis 1:30,ירק,אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_298,Bereishis 1:30,עשב,אֶת כָּל יֶרֶק עֵשֶׂב לְאָכְלָה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_005,Bereishis 1:3,יהי,יהי אור,morphology,,not_recommended,blocked_for_questions,High-risk conceptual/theological wording is not suitable for mechanics questions without separate teacher direction.,high,sensitive_conceptual_context;requires_teacher_wording_review,,
qelig_b1_037,Bereishis 1:10,ימים,וּלְמִקְוֵה הַמַּיִם קָרָא יַמִּים,vocabulary_shoresh,,not_recommended,blocked_for_questions,High-risk conceptual/theological wording is not suitable for mechanics questions without separate teacher direction.,high,sensitive_conceptual_context;requires_teacher_wording_review,,
qelig_b1_053,Bereishis 1:9,יבשה,וְתֵרָאֶה הַיַּבָּשָׁה,token_split_standards,WORD.MEANING_BASIC,not_recommended,blocked_for_questions,High-risk conceptual/theological wording is not suitable for mechanics questions without separate teacher direction.,high,sensitive_conceptual_context;requires_teacher_wording_review,,
qelig_b1_056,Bereishis 1:11,מזריע,עֵשֶׂב מַזְרִיעַ זֶרַע,token_split_standards,VERB.TENSE.PRESENT,not_recommended,blocked_for_questions,High-risk conceptual/theological wording is not suitable for mechanics questions without separate teacher direction.,high,sensitive_conceptual_context;requires_teacher_wording_review,,
qelig_b1_059,Bereishis 1:11,עושה,עֵץ פְּרִי עֹשֶׂה פְּרִי,token_split_standards,VERB.TENSE.PRESENT,not_recommended,blocked_for_questions,High-risk conceptual/theological wording is not suitable for mechanics questions without separate teacher direction.,high,sensitive_conceptual_context;requires_teacher_wording_review,,
qelig_b1_014,Bereishis 1:2,,והארץ,phrase_level_standards,,not_recommended,source_only,"Phrase-level standards enrichment is useful source context, but token-split rows are the preferred question-planning path.",medium,phrase_level_bundle;context_dependent;requires_teacher_wording_review,,
