candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_translation	proposed_shoresh_or_keyword	proposed_vocabulary_category	first_150_match	first_150_entry_id	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	runtime_allowed	reviewed_bank_allowed
p2_vocab_081	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	3	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_082	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	4	אֶת	את			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_083	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	5	הָאָדָם	האדם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_084	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	1	עָפָר	עפר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_085	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	2	מִן	מן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_086	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	3	הָאֲדָמָה	האדמה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_087	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	1	וַיִּפַּח	ויפח			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_088	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	2	בְּאַפָּיו	באפיו			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_089	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	3	נִשְׁמַת	נשמת			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_090	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	4	חַיִּים	חיים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_091	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	1	וַיְהִי	ויהי			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_092	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	2	הָאָדָם	האדם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_093	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	3	לְנֶפֶשׁ	לנפש			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_094	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	4	חַיָּה	חיה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_095	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	1	וַיִּטַּע	ויטע			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_096	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	2	יְהוָה	יהוה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_097	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	3	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_098	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	1	גַּן	גן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_099	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	2	בְּעֵדֶן	בעדן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_100	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	3	מִקֶּדֶם	מקדם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_101	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_020	Bereishis 2:8	וַיָּשֶׂם שָׁם	1	וַיָּשֶׂם	וישם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_102	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_020	Bereishis 2:8	וַיָּשֶׂם שָׁם	2	שָׁם	שם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_103	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	1	אֶת	את			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_104	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	2	הָאָדָם	האדם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_105	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	3	אֲשֶׁר	אשר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_106	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	4	יָצָר	יצר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_107	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	1	וַיַּצְמַח	ויצמח			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_108	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	2	יְהוָה	יהוה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_109	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	3	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_110	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	4	מִן	מן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_111	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	5	הָאֲדָמָה	האדמה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_112	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_023	Bereishis 2:9	כׇּל עֵץ	1	כׇּל	כל			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_113	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_023	Bereishis 2:9	כׇּל עֵץ	2	עֵץ	עץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_114	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	1	נֶחְמָד	נחמד			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_115	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	2	לְמַרְאֶה	למראה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_116	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	3	וְטוֹב	וטוב			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_117	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	4	לְמַאֲכָל	למאכל			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_118	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_025	Bereishis 2:9	וְעֵץ הַחַיִּים	1	וְעֵץ	ועץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_119	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_025	Bereishis 2:9	וְעֵץ הַחַיִּים	2	הַחַיִּים	החיים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_120	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_026	Bereishis 2:9	בְּתוֹךְ הַגָּן	1	בְּתוֹךְ	בתוך			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_121	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_026	Bereishis 2:9	בְּתוֹךְ הַגָּן	2	הַגָּן	הגן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_122	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	1	וְעֵץ	ועץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_123	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	2	הַדַּעַת	הדעת			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_124	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	3	טוֹב	טוב			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_125	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	4	וָרָע	ורע			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_126	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_028	Bereishis 2:10	וְנָהָר יֹצֵא מֵעֵדֶן	1	וְנָהָר	ונהר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_127	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_028	Bereishis 2:10	וְנָהָר יֹצֵא מֵעֵדֶן	2	יֹצֵא	יצא			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_128	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_028	Bereishis 2:10	וְנָהָר יֹצֵא מֵעֵדֶן	3	מֵעֵדֶן	מעדן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_129	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_029	Bereishis 2:10	לְהַשְׁקוֹת אֶת הַגָּן	1	לְהַשְׁקוֹת	להשקות			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_130	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_029	Bereishis 2:10	לְהַשְׁקוֹת אֶת הַגָּן	2	אֶת	את			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_131	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_029	Bereishis 2:10	לְהַשְׁקוֹת אֶת הַגָּן	3	הַגָּן	הגן			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_132	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_030	Bereishis 2:10	וּמִשָּׁם יִפָּרֵד	1	וּמִשָּׁם	ומשם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_133	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_030	Bereishis 2:10	וּמִשָּׁם יִפָּרֵד	2	יִפָּרֵד	יפרד			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_134	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_031	Bereishis 2:10	וְהָיָה לְאַרְבָּעָה רָאשִׁים	1	וְהָיָה	והיה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_135	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_031	Bereishis 2:10	וְהָיָה לְאַרְבָּעָה רָאשִׁים	2	לְאַרְבָּעָה	לארבעה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
